City,State,Year,Median_Income
Spring Hill CDP,Florida,2013,39500
Miami Gardens city,Florida,2013,39064
Westland city,Michigan,2013,41414
Farmington Hills city,Michigan,2013,71043
Roseville city,California,2013,75153
Chino city,California,2013,71457
San Bernardino city,California,2013,37440
San Marcos city,California,2013,56377
Santa Rosa city,California,2013,57539
Irvine city,California,2013,87830
Palo Alto city,California,2013,121074
Scottsdale city,Arizona,2013,69690
Avondale city,Arizona,2013,51206
Tempe city,Arizona,2013,48565
Birmingham city,Alabama,2013,31152
Hoover city,Alabama,2013,74782
Lexington-Fayette urban county,Kentucky,2013,47535
Louisville/Jefferson County metro government (balance),Kentucky,2013,44893
Ellicott City CDP,Maryland,2013,116106
Cape Coral city,Florida,2013,47767
Evanston city,Illinois,2013,68321
Skokie village,Illinois,2013,58437
Pembroke Pines city,Florida,2013,63357
Pompano Beach city,Florida,2013,40191
Gainesville city,Florida,2013,31600
Sandy Springs city,Georgia,2013,59196
Augusta-Richmond County consolidated government (balance),Georgia,2013,35558
Athens-Clarke County unified government (balance),Georgia,2013,31406
Johns Creek city,Georgia,2013,102251
Camarillo city,California,2013,89641
Simi Valley city,California,2013,84673
Thousand Oaks city,California,2013,101417
Folsom city,California,2013,97196
Sacramento city,California,2013,48034
North Little Rock city,Arkansas,2013,42811
Fresno city,California,2013,40179
Oceanside city,California,2013,48375
Alameda city,California,2013,75212
Lynwood city,California,2013,38817
Sioux City city,Iowa,2013,44073
Davenport city,Iowa,2013,45034
Champaign city,Illinois,2013,38683
Schaumburg village,Illinois,2013,76344
Springfield city,Illinois,2013,48864
Redwood City city,California,2013,86358
Pittsburg city,California,2013,61182
Walnut Creek city,California,2013,75759
Lakewood city,Colorado,2013,55792
Denver city,Colorado,2013,51089
Napa city,California,2013,65517
Escondido city,California,2013,49233
Menifee city,California,2013,55264
Costa Mesa city,California,2013,65149
Orange city,California,2013,76630
El Monte city,California,2013,31852
Wichita city,Kansas,2013,43538
Topeka city,Kansas,2013,41327
Quincy city,Massachusetts,2013,61142
Cambridge city,Massachusetts,2013,75137
Baton Rouge city,Louisiana,2013,38321
Boca Raton city,Florida,2013,71050
Lakeland city,Florida,2013,40126
Pine Hills CDP,Florida,2013,35583
Clearwater city,Florida,2013,44768
Highlands Ranch CDP,Colorado,2013,108218
Anchorage municipality,Alaska,2013,79045
Hemet city,California,2013,35024
Perris city,California,2013,50035
Boulder city,Colorado,2013,57428
Apple Valley town,California,2013,48734
San Buenaventura (Ventura) city,California,2013,64363
Santa Clarita city,California,2013,81802
Ontario city,California,2013,51230
El Cajon city,California,2013,39965
Deerfield Beach city,Florida,2013,42090
Largo city,Florida,2013,38550
West Palm Beach city,Florida,2013,43070
Lehigh Acres CDP,Florida,2013,37691
Peoria city,Arizona,2013,59377
San Tan Valley CDP,Arizona,2013,57005
Victorville city,California,2013,42765
Anaheim city,California,2013,57550
Fullerton city,California,2013,65105
Huntington Beach city,California,2013,82948
Tustin city,California,2013,66396
Waldorf CDP,Maryland,2013,84919
Lafayette city,Indiana,2013,40285
Lafayette city,Louisiana,2013,47784
Shreveport city,Louisiana,2013,35772
Kansas City city,Kansas,2013,37789
Bloomington city,Indiana,2013,27687
Sunrise city,Florida,2013,44627
Richmond city,California,2013,54638
Jurupa Valley city,California,2013,53982
Carlsbad city,California,2013,82681
Chula Vista city,California,2013,60882
San Leandro city,California,2013,63803
Buena Park city,California,2013,76761
Alhambra city,California,2013,51532
Norwalk city,California,2013,58973
Arvada city,Colorado,2013,69581
Daly City city,California,2013,77505
Concord city,California,2013,66086
San Ramon city,California,2013,131309
Redding city,California,2013,40376
Surprise city,Arizona,2013,55857
Fort Smith city,Arkansas,2013,34274
Portland city,Maine,2013,40806
New Orleans city,Louisiana,2013,36631
Bossier City city,Louisiana,2013,45675
Fort Wayne city,Indiana,2013,39878
Waukegan city,Illinois,2013,46015
St. Charles city,Missouri,2014,57809
East Orange city,New Jersey,2014,36523
Kent city,Washington,2014,62302
Auburn city,Washington,2014,61579
Marysville city,Washington,2014,60629
Atascocita CDP,Texas,2014,87449
Lubbock city,Texas,2014,44167
Allen city,Texas,2014,102466
Sugar Land city,Texas,2014,115069
Bellingham city,Washington,2014,41879
Vancouver city,Washington,2014,51478
Beaverton city,Oregon,2014,58546
Bethlehem city,Pennsylvania,2014,50091
Yakima city,Washington,2014,42091
Dale City CDP,Virginia,2014,74219
Norfolk city,Virginia,2014,43186
Hampton city,Virginia,2014,47312
Arlington CDP,Virginia,2014,109266
Kirkland city,Washington,2014,94332
Waukesha city,Wisconsin,2014,57179
Appleton city,Wisconsin,2014,54044
Pittsburgh city,Pennsylvania,2014,41074
Las Vegas city,Nevada,2014,50291
Sparks city,Nevada,2014,55607
Paradise CDP,Nevada,2014,44740
Sunrise Manor CDP,Nevada,2014,36920
Reno city,Nevada,2014,45663
Albuquerque city,New Mexico,2014,46433
Conroe city,Texas,2014,47309
Tacoma city,Washington,2014,51953
Kennewick city,Washington,2014,50065
Centreville CDP,Virginia,2014,102331
Alexandria city,Virginia,2014,86809
Garland city,Texas,2014,53675
Richardson city,Texas,2014,71999
Harlingen city,Texas,2014,33584
Bryan city,Texas,2014,43181
Temple city,Texas,2014,45691
Reading city,Pennsylvania,2014,27646
Philadelphia city,Pennsylvania,2014,39043
North Las Vegas city,Nevada,2014,51992
Enterprise CDP,Nevada,2014,64134
Canton city,Ohio,2014,29497
Baytown city,Texas,2014,48742
Pasadena city,Texas,2014,48894
Pearland city,Texas,2014,101211
Salt Lake City city,Utah,2014,46711
Millcreek CDP,Utah,2014,55147
Odessa city,Texas,2014,63424
Arlington city,Texas,2014,52141
Portsmouth city,Virginia,2014,44905
Edmond city,Oklahoma,2014,71982
Bend city,Oregon,2014,56419
Cranston city,Rhode Island,2014,51520
Warwick city,Rhode Island,2014,64455
Knoxville city,Tennessee,2014,31048
Murfreesboro city,Tennessee,2014,49455
Clarksville city,Tennessee,2014,48347
Chattanooga city,Tennessee,2014,41456
Columbia city,Missouri,2014,46624
St. Louis city,Missouri,2014,35959
Toms River CDP,New Jersey,2014,72236
High Point city,North Carolina,2014,41524
Newport News city,Virginia,2014,49602
McKinney city,Texas,2014,79346
Edinburg city,Texas,2014,42015
San Angelo city,Texas,2014,41495
Lawton city,Oklahoma,2014,41648
Portland city,Oregon,2014,54624
Franklin city,Tennessee,2014,80536
Springfield city,Missouri,2014,32030
Santa Fe city,New Mexico,2014,49380
Albany city,New York,2014,44268
New York city,New York,2014,52996
Greenville city,North Carolina,2014,35396
Cincinnati city,Ohio,2014,32688
Corpus Christi city,Texas,2014,52066
Lynchburg city,Virginia,2014,40594
New Braunfels city,Texas,2014,62628
Rock Hill city,South Carolina,2014,38746
North Charleston city,South Carolina,2014,38472
Lee's Summit city,Missouri,2014,78187
Lincoln city,Nebraska,2014,50241
Omaha city,Nebraska,2014,48410
Rochester city,New York,2014,29527
Syracuse city,New York,2014,31270
Schenectady city,New York,2014,42555
Raleigh city,North Carolina,2014,53475
Concord city,North Carolina,2014,51916
Cleveland city,Ohio,2014,24701
Victoria city,Texas,2014,44367
Pasco city,Washington,2014,54273
Renton city,Washington,2014,67626
Federal Way city,Washington,2014,52440
Bellevue city,Washington,2014,95146
Carrollton city,Texas,2014,69505
Suffolk city,Virginia,2014,62079
Roanoke city,Virginia,2014,41697
Tyler city,Texas,2014,39783
Allentown city,Pennsylvania,2014,39549
Scranton city,Pennsylvania,2014,36120
Providence city,Rhode Island,2014,37420
Pawtucket city,Rhode Island,2014,41149
O'Fallon city,Missouri,2014,80472
Camden city,New Jersey,2014,28918
Newark city,New Jersey,2014,35947
Cary town,North Carolina,2014,92000
Durham city,North Carolina,2014,48731
Dayton city,Ohio,2014,26131
Columbus city,Ohio,2014,46481
Youngstown city,Ohio,2014,22321
Longview city,Texas,2014,47612
Chesapeake city,Virginia,2014,66712
Virginia Beach city,Virginia,2014,68816
Tulsa city,Oklahoma,2014,42803
Hillsboro city,Oregon,2014,68969
Gresham city,Oregon,2014,47531
Charleston city,South Carolina,2014,56196
Nashville-Davidson metropolitan government (balance),Tennessee,2014,47211
Bayonne city,New Jersey,2014,51839
Jersey City city,New Jersey,2014,60497
Bismarck city,North Dakota,2014,60752
Orem city,Utah,2014,56843
Provo city,Utah,2014,42113
Beaumont city,Texas,2014,40113
Waco city,Texas,2014,32306
Austin city,Texas,2014,58458
Amarillo city,Texas,2014,50003
Johnson City city,Tennessee,2014,36154
St. Joseph city,Missouri,2014,44607
Kansas City city,Missouri,2014,44173
Trenton city,New Jersey,2014,31859
Yonkers city,New York,2014,58154
Parma city,Ohio,2014,49011
Lorain city,Ohio,2014,36266
Broken Arrow city,Oklahoma,2014,71348
Richmond city,Virginia,2014,43054
Mesquite city,Texas,2014,51936
Grand Prairie city,Texas,2014,57455
Lewisville city,Texas,2014,55274
Dallas city,Texas,2014,43003
Round Rock city,Texas,2014,73098
College Station city,Texas,2014,36362
Mission city,Texas,2014,44684
Eugene city,Oregon,2014,45030
Columbia city,South Carolina,2014,40356
Sioux Falls city,South Dakota,2014,54360
Missoula city,Montana,2014,40255
Spring Valley CDP,Nevada,2014,49605
Henderson city,Nevada,2014,62592
Brentwood CDP,New York,2014,65032
Fargo city,North Dakota,2014,45929
Wilmington city,North Carolina,2014,43659
Denton city,Texas,2014,47052
Midland city,Texas,2014,79904
Spokane city,Washington,2014,43694
Spokane Valley city,Washington,2014,45776
Layton city,Utah,2014,65504
Independence city,Missouri,2014,44769
Manchester city,New Hampshire,2014,53082
Las Cruces city,New Mexico,2014,41442
Rio Rancho city,New Mexico,2014,60246
Buffalo city,New York,2014,31919
New Rochelle city,New York,2014,72353
Cheektowaga CDP,New York,2014,46449
Mount Vernon city,New York,2014,47414
Greensboro city,North Carolina,2014,41181
Frisco city,Texas,2014,115603
Wichita Falls city,Texas,2014,41183
West Jordan city,Utah,2014,67453
Sandy city,Utah,2014,83399
Salem city,Oregon,2014,49055
Mount Pleasant town,South Carolina,2014,82358
Nashua city,New Hampshire,2014,70521
Fayetteville city,North Carolina,2014,41455
Brownsville city,Texas,2014,32377
St. George city,Utah,2014,48306
Irving city,Texas,2014,48042
Missouri City city,Texas,2014,90990
Abilene city,Texas,2014,43198
Everett city,Washington,2014,49782
Billings city,Montana,2014,50202
Clifton city,New Jersey,2014,67191
Passaic city,New Jersey,2014,30043
Gastonia city,North Carolina,2014,36672
Asheville city,North Carolina,2014,45659
Toledo city,Ohio,2014,33196
Seattle city,Washington,2014,70975
El Paso city,Texas,2014,41221
Houston city,Texas,2014,45460
The Woodlands CDP,Texas,2014,101498
League City city,Texas,2014,98578
Memphis city,Tennessee,2014,34704
Green Bay city,Wisconsin,2014,43738
Union City city,New Jersey,2014,37314
Paterson city,New Jersey,2014,35689
Jacksonville city,North Carolina,2014,38020
Charlotte city,North Carolina,2014,55178
Akron city,Ohio,2014,34781
Norman city,Oklahoma,2014,52240
Pharr city,Texas,2014,37454
McAllen city,Texas,2014,48929
Laredo city,Texas,2014,39501
Fort Worth city,Texas,2014,52273
Killeen city,Texas,2014,51274
San Antonio city,Texas,2014,45339
Jackson city,Tennessee,2014,39478
Erie city,Pennsylvania,2014,32722
Elizabeth city,New Jersey,2014,43660
Winston-Salem city,North Carolina,2014,40869
Oklahoma City city,Oklahoma,2014,49119
Flower Mound town,Texas,2014,125378
North Richland Hills city,Texas,2014,62149
Plano city,Texas,2014,81571
Ogden city,Utah,2014,41891
West Valley City city,Utah,2014,56037
Medford city,Oregon,2014,43487
Rapid City city,South Dakota,2014,43961
Racine city,Wisconsin,2014,40378
Kenosha city,Wisconsin,2014,50630
Guaynabo zona urbana,Puerto Rico,2014,38674
Caguas zona urbana,Puerto Rico,2014,23145
Milwaukee city,Wisconsin,2014,35049
Madison city,Wisconsin,2014,55829
Bayamón zona urbana,Puerto Rico,2014,25442
Ponce zona urbana,Puerto Rico,2014,15874
Carolina zona urbana,Puerto Rico,2014,28898
Mayagüez zona urbana,Puerto Rico,2014,14154
San Juan zona urbana,Puerto Rico,2014,20204
Oshkosh city,Wisconsin,2014,41189
Eau Claire city,Wisconsin,2014,41173
Scottsdale city,Arizona,2014,73387
Avondale city,Arizona,2014,55664
Tempe city,Arizona,2014,47118
Muncie city,Indiana,2014,32990
Silver Spring CDP,Maryland,2014,72412
Germantown CDP,Maryland,2014,82527
Frederick city,Maryland,2014,69476
Lawrence city,Kansas,2014,42989
Kenner city,Louisiana,2014,52219
Kendall CDP,Florida,2014,60679
Miami Beach city,Florida,2014,47756
Davie town,Florida,2014,57465
Coral Springs city,Florida,2014,74321
Cicero town,Illinois,2014,42135
Rochester Hills city,Michigan,2014,90064
Arvada city,Colorado,2014,72031
Vallejo city,California,2014,57623
Milpitas city,California,2014,102917
Antioch city,California,2014,57446
Downey city,California,2014,58844
Glendale city,California,2014,51020
Palmdale city,California,2014,57035
Redondo Beach city,California,2014,110451
Torrance city,California,2014,80198
Modesto city,California,2014,52186
Turlock city,California,2014,50138
Rialto city,California,2014,50647
Carmichael CDP,California,2014,57856
Lake Charles city,Louisiana,2014,35017
Sioux City city,Iowa,2014,42665
Ellicott City CDP,Maryland,2014,114801
St. Petersburg city,Florida,2014,46048
Hialeah city,Florida,2014,29165
Homestead city,Florida,2014,36646
Miami city,Florida,2014,31917
Peoria city,Illinois,2014,49840
Sandy Springs city,Georgia,2014,64049
Augusta-Richmond County consolidated government (balance),Georgia,2014,35830
Athens-Clarke County unified government (balance),Georgia,2014,29912
Johns Creek city,Georgia,2014,99930
Dearborn city,Michigan,2014,44543
Detroit city,Michigan,2014,25769
Eagan city,Minnesota,2014,78884
Maple Grove city,Minnesota,2014,89339
St. Cloud city,Minnesota,2014,46638
Rochester city,Minnesota,2014,64726
Brooklyn Park city,Minnesota,2014,60179
St. Paul city,Minnesota,2014,48855
Duluth city,Minnesota,2014,42616
Lowell city,Massachusetts,2014,43620
Fall River city,Massachusetts,2014,35037
San Tan Valley CDP,Arizona,2014,65590
Birmingham city,Alabama,2014,30043
Hoover city,Alabama,2014,72728
Moreno Valley city,California,2014,54054
Redlands city,California,2014,63444
Camarillo city,California,2014,85640
Simi Valley city,California,2014,82168
Thousand Oaks city,California,2014,97291
Quincy city,Massachusetts,2014,68409
Cambridge city,Massachusetts,2014,84249
Newton city,Massachusetts,2014,102796
Metairie CDP,Louisiana,2014,50749
Davenport city,Iowa,2014,48505
Columbia CDP,Maryland,2014,99719
Baltimore city,Maryland,2014,42665
Cedar Rapids city,Iowa,2014,60845
Savannah city,Georgia,2014,38168
Spring Hill CDP,Florida,2014,41777
Woodbury city,Minnesota,2014,94155
New Bedford city,Massachusetts,2014,39387
Lancaster city,California,2014,45130
Whittier city,California,2014,65489
Tucson city,Arizona,2014,36541
Topeka city,Kansas,2014,45291
Iowa City city,Iowa,2014,43736
Fort Collins city,Colorado,2014,53181
Arlington Heights village,Illinois,2014,78988
Elgin city,Illinois,2014,60810
Bloomington city,Illinois,2014,59614
Chicago city,Illinois,2014,48734
Miami Gardens city,Florida,2014,38150
Macon-Bibb County,Georgia,2014,35427
Carmel city,Indiana,2014,109375
Hammond city,Indiana,2014,43283
Jackson city,Mississippi,2014,34039
Gulfport city,Mississippi,2014,30737
Lynn city,Massachusetts,2014,52481
Worcester city,Massachusetts,2014,46449
Stockton city,California,2014,40993
Long Beach city,California,2014,54511
Pasadena city,California,2014,70873
Pomona city,California,2014,46813
Napa city,California,2014,68307
Escondido city,California,2014,52585
Menifee city,California,2014,58179
Merced city,California,2014,39450
Tracy city,California,2014,77798
North Little Rock city,Arkansas,2014,35758
Loveland city,Colorado,2014,51504
Westminster city,Colorado,2014,66752
Palm Coast city,Florida,2014,51003
Palm Bay city,Florida,2014,43043
Brandon CDP,Florida,2014,55686
Cape Coral city,Florida,2014,50931
Highlands Ranch CDP,Colorado,2014,112929
Boston city,Massachusetts,2014,56902
Somerville city,Massachusetts,2014,74048
Springfield city,Massachusetts,2014,33425
